audience,bias,message,source,author_position,author_state,author_gender,author_party,bias_neutral,bias_partisan,text_length
0,partisan,policy,facebook,Representative,New Jersey,M,Democrat,0,1,429
0,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,120
0,partisan,policy,facebook,Representative,Pennsylvania,M,Republican,0,1,125
0,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,189
0,partisan,policy,facebook,Representative,Pennsylvania,M,Republican,0,1,358
0,neutral,media,facebook,Representative,Pennsylvania,M,Republican,1,0,168
0,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,115
0,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,222
0,neutral,media,facebook,Representative,Pennsylvania,M,Republican,1,0,161
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,114
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,90
0,partisan,attack,facebook,Representative,Pennsylvania,M,Republican,0,1,136
0,neutral,support,facebook,Representative,North Carolina,M,Republican,1,0,74
1,neutral,personal,facebook,Representative,North Carolina,M,Republican,1,0,257
1,neutral,policy,facebook,Representative,North Carolina,M,Republican,1,0,181
0,neutral,support,facebook,Representative,North Carolina,M,Republican,1,0,162
0,neutral,personal,facebook,Representative,North Carolina,M,Republican,1,0,14
0,neutral,support,facebook,Representative,North Carolina,M,Republican,1,0,373
0,neutral,support,facebook,Representative,North Carolina,M,Republican,1,0,235
0,neutral,policy,facebook,Representative,North Carolina,M,Republican,1,0,27
0,neutral,support,facebook,Representative,North Carolina,M,Republican,1,0,189
0,neutral,personal,facebook,Representative,North Carolina,M,Republican,1,0,182
0,neutral,other,facebook,Representative,North Carolina,M,Republican,1,0,156
0,neutral,media,facebook,Representative,Wisconsin,M,Democrat,1,0,329
0,neutral,policy,facebook,Representative,Wisconsin,M,Democrat,1,0,307
0,neutral,policy,facebook,Representative,Wisconsin,M,Democrat,1,0,217
0,neutral,support,facebook,Representative,Wisconsin,M,Democrat,1,0,290
0,partisan,media,facebook,Representative,Wisconsin,M,Democrat,0,1,254
0,neutral,policy,facebook,Representative,California,M,Democrat,1,0,257
0,neutral,mobilization,facebook,Representative,California,M,Democrat,1,0,341
0,neutral,information,facebook,Representative,California,M,Democrat,1,0,249
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,149
0,neutral,other,facebook,Representative,California,M,Democrat,1,0,247
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,309
0,neutral,other,facebook,Representative,California,M,Democrat,1,0,142
0,partisan,support,facebook,Representative,Illinois,M,Democrat,0,1,335
0,partisan,policy,facebook,Representative,Illinois,M,Democrat,0,1,537
0,neutral,support,facebook,Representative,Illinois,M,Democrat,1,0,235
1,neutral,personal,facebook,Representative,Illinois,M,Democrat,1,0,240
0,partisan,policy,facebook,Representative,Illinois,M,Democrat,0,1,354
1,neutral,personal,facebook,Representative,Illinois,M,Democrat,1,0,428
1,neutral,personal,facebook,Representative,Illinois,M,Democrat,1,0,343
0,neutral,personal,facebook,Representative,Illinois,M,Democrat,1,0,181
0,neutral,policy,facebook,Representative,Illinois,M,Democrat,1,0,641
0,partisan,policy,facebook,Representative,Illinois,M,Democrat,0,1,339
0,neutral,personal,facebook,Representative,Illinois,M,Democrat,1,0,297
1,neutral,personal,facebook,Representative,Illinois,M,Democrat,1,0,238
0,neutral,personal,facebook,Representative,New York,M,Democrat,1,0,383
0,partisan,policy,facebook,Representative,New York,M,Democrat,0,1,306
1,neutral,information,facebook,Representative,New York,M,Democrat,1,0,130
0,neutral,support,facebook,Senator,Rhode Island,M,Democrat,1,0,316
0,neutral,support,facebook,Senator,Rhode Island,M,Democrat,1,0,495
0,partisan,policy,facebook,Senator,Kansas,M,Republican,0,1,709
0,partisan,support,facebook,Senator,Kansas,M,Republican,0,1,194
0,neutral,support,facebook,Senator,Kansas,M,Republican,1,0,184
0,neutral,policy,facebook,Senator,Kansas,M,Republican,1,0,202
1,neutral,media,facebook,Senator,Kansas,M,Republican,1,0,279
0,neutral,information,facebook,Representative,Kentucky,M,Republican,1,0,77
1,neutral,policy,facebook,Representative,Kentucky,M,Republican,1,0,107
1,neutral,personal,facebook,Representative,Kentucky,M,Republican,1,0,158
1,neutral,information,facebook,Representative,Kentucky,M,Republican,1,0,76
0,neutral,personal,facebook,Representative,Kentucky,M,Republican,1,0,38
0,neutral,support,facebook,Representative,Kentucky,M,Republican,1,0,243
0,neutral,information,facebook,Representative,Florida,F,Republican,1,0,135
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,140
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,123
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,132
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,120
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,131
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,139
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,106
0,partisan,information,facebook,Representative,Florida,F,Republican,0,1,135
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,141
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,106
1,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,116
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,135
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,138
0,neutral,information,facebook,Representative,Florida,F,Republican,1,0,139
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,139
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,142
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,111
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,141
0,partisan,policy,facebook,Representative,Florida,F,Republican,0,1,135
0,neutral,information,facebook,Representative,Florida,F,Republican,1,0,136
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,139
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,143
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,139
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,138
0,neutral,other,facebook,Representative,Florida,F,Republican,1,0,127
0,neutral,policy,facebook,Representative,Florida,F,Republican,1,0,141
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,97
0,partisan,policy,facebook,Representative,Florida,F,Republican,0,1,137
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,138
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,127
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,114
0,neutral,media,facebook,Representative,Florida,F,Republican,1,0,140
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,142
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,140
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,137
1,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,66
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,124
0,partisan,information,facebook,Representative,Florida,F,Republican,0,1,163
0,neutral,media,facebook,Representative,Florida,F,Republican,1,0,139
0,neutral,information,facebook,Representative,Florida,F,Republican,1,0,124
0,neutral,personal,facebook,Representative,Florida,F,Republican,1,0,112
0,neutral,support,facebook,Representative,Florida,F,Republican,1,0,71
0,neutral,policy,facebook,Representative,California,F,Democrat,1,0,488
0,partisan,support,facebook,Representative,California,F,Democrat,0,1,322
0,partisan,policy,facebook,Representative,California,F,Democrat,0,1,550
1,neutral,information,facebook,Representative,California,F,Democrat,1,0,325
0,neutral,information,facebook,Representative,California,F,Democrat,1,0,408
0,partisan,policy,facebook,Representative,California,F,Democrat,0,1,530
0,neutral,mobilization,facebook,Representative,California,M,Republican,1,0,123
0,neutral,personal,facebook,Representative,California,M,Republican,1,0,132
0,neutral,support,facebook,Representative,California,M,Republican,1,0,115
0,neutral,support,facebook,Representative,California,M,Republican,1,0,429
0,neutral,policy,facebook,Representative,California,M,Republican,1,0,248
0,neutral,support,facebook,Representative,California,M,Republican,1,0,330
1,neutral,policy,facebook,Representative,Illinois,M,Democrat,1,0,222
0,neutral,information,facebook,Representative,Alabama,M,Republican,1,0,147
1,neutral,other,facebook,Representative,Alabama,M,Republican,1,0,255
0,neutral,policy,facebook,Representative,Alabama,M,Republican,1,0,99
0,neutral,support,facebook,Representative,Alabama,M,Republican,1,0,84
0,neutral,other,facebook,Representative,Alabama,M,Republican,1,0,143
0,neutral,other,facebook,Representative,Alabama,M,Republican,1,0,229
0,neutral,information,facebook,Representative,Alabama,M,Republican,1,0,133
0,neutral,information,facebook,Representative,Alabama,M,Republican,1,0,128
0,neutral,support,facebook,Representative,Alabama,M,Republican,1,0,168
0,neutral,personal,facebook,Representative,Alabama,M,Republican,1,0,57
0,neutral,other,facebook,Representative,Alabama,M,Republican,1,0,59
0,neutral,personal,facebook,Representative,Maryland,M,Democrat,1,0,80
0,neutral,support,facebook,Representative,Maryland,M,Democrat,1,0,122
0,neutral,support,facebook,Representative,Maryland,M,Democrat,1,0,101
0,neutral,information,facebook,Representative,Maryland,M,Democrat,1,0,81
0,neutral,policy,facebook,Representative,Maryland,M,Democrat,1,0,102
1,neutral,personal,facebook,Representative,Ohio,M,Democrat,1,0,86
0,neutral,information,facebook,Representative,Ohio,M,Democrat,1,0,146
0,neutral,personal,facebook,Representative,Ohio,M,Democrat,1,0,166
0,neutral,information,facebook,Representative,Washington,M,Republican,1,0,315
1,neutral,support,facebook,Representative,Washington,M,Republican,1,0,123
0,neutral,support,facebook,Representative,Washington,M,Republican,1,0,196
0,neutral,personal,facebook,Representative,Washington,M,Republican,1,0,146
0,partisan,support,facebook,Representative,Illinois,M,Republican,0,1,809
0,neutral,support,facebook,Representative,Illinois,M,Republican,1,0,617
0,neutral,support,facebook,Representative,Illinois,M,Republican,1,0,240
0,neutral,policy,facebook,Representative,Illinois,M,Republican,1,0,344
0,neutral,personal,facebook,Representative,Tennessee,M,Republican,1,0,583
0,neutral,personal,facebook,Representative,Tennessee,M,Republican,1,0,153
0,neutral,policy,facebook,Representative,Tennessee,M,Republican,1,0,324
0,neutral,support,facebook,Representative,Tennessee,M,Republican,1,0,962
0,partisan,policy,facebook,Representative,Tennessee,M,Republican,0,1,712
1,partisan,mobilization,facebook,Representative,Florida,M,Republican,0,1,284
0,neutral,support,facebook,Representative,Florida,M,Republican,1,0,6
0,partisan,policy,facebook,Representative,Florida,M,Republican,0,1,262
0,neutral,personal,facebook,Representative,New York,M,Republican,1,0,864
0,neutral,personal,facebook,Representative,New York,M,Republican,1,0,119
0,neutral,policy,facebook,Representative,New York,M,Republican,1,0,189
1,neutral,personal,facebook,Representative,New York,M,Republican,1,0,114
0,neutral,support,facebook,Representative,Ohio,M,Republican,1,0,90
1,neutral,constituency,facebook,Representative,Ohio,M,Republican,1,0,216
1,neutral,information,facebook,Representative,Ohio,M,Republican,1,0,129
1,neutral,information,facebook,Representative,Ohio,M,Republican,1,0,272
0,neutral,policy,facebook,Representative,Ohio,M,Republican,1,0,408
0,neutral,support,facebook,Representative,Wisconsin,M,Republican,1,0,51
1,neutral,personal,facebook,Representative,Wisconsin,M,Republican,1,0,65
1,neutral,personal,facebook,Representative,Louisiana,M,Democrat,1,0,32
0,neutral,personal,facebook,Representative,Louisiana,M,Democrat,1,0,94
1,neutral,personal,facebook,Representative,Louisiana,M,Democrat,1,0,101
1,neutral,personal,facebook,Representative,Louisiana,M,Democrat,1,0,101
0,neutral,support,facebook,Representative,Louisiana,M,Democrat,1,0,178
0,neutral,support,facebook,Representative,Louisiana,M,Democrat,1,0,267
0,neutral,media,facebook,Representative,Virginia,M,Republican,1,0,183
0,neutral,media,facebook,Representative,Virginia,M,Republican,1,0,423
0,partisan,policy,facebook,Representative,Virginia,M,Republican,0,1,452
0,neutral,other,facebook,Representative,Virginia,M,Republican,1,0,900
1,neutral,information,facebook,Representative,Alabama,F,Republican,1,0,245
1,neutral,information,facebook,Representative,Alabama,F,Republican,1,0,236
1,neutral,support,facebook,Representative,Alabama,F,Republican,1,0,1288
0,neutral,media,facebook,Representative,Alabama,F,Republican,1,0,265
0,neutral,personal,facebook,Representative,Alabama,F,Republican,1,0,205
0,neutral,policy,facebook,Representative,Alabama,F,Republican,1,0,656
1,neutral,personal,facebook,Representative,Alabama,F,Republican,1,0,375
0,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,330
1,neutral,constituency,facebook,Representative,Indiana,M,Republican,1,0,82
0,neutral,support,facebook,Representative,Indiana,M,Republican,1,0,299
0,partisan,attack,facebook,Representative,Indiana,M,Republican,0,1,91
0,neutral,policy,facebook,Representative,Indiana,M,Republican,1,0,111
1,partisan,policy,facebook,Representative,Indiana,M,Republican,0,1,105
0,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,28
0,neutral,support,facebook,Representative,Indiana,M,Republican,1,0,271
0,partisan,policy,facebook,Representative,Indiana,M,Republican,0,1,616
0,partisan,attack,facebook,Representative,Indiana,M,Republican,0,1,125
0,partisan,policy,facebook,Representative,Indiana,M,Republican,0,1,170
1,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,80
0,neutral,media,facebook,Representative,Indiana,M,Republican,1,0,144
0,neutral,media,facebook,Representative,Indiana,M,Republican,1,0,95
1,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,105
0,neutral,media,facebook,Representative,Indiana,M,Republican,1,0,193
1,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,330
1,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,13
1,neutral,constituency,facebook,Representative,Indiana,M,Republican,1,0,214
0,neutral,policy,facebook,Representative,Indiana,M,Republican,1,0,148
0,partisan,policy,facebook,Representative,Indiana,M,Republican,0,1,362
1,neutral,information,facebook,Representative,Indiana,M,Republican,1,0,193
0,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,633
0,neutral,support,facebook,Representative,Florida,M,Republican,1,0,738
0,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,139
1,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,123
0,partisan,policy,facebook,Representative,Florida,M,Republican,0,1,403
0,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,90
1,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,185
0,partisan,policy,facebook,Representative,Florida,M,Republican,0,1,252
0,neutral,media,facebook,Senator,Florida,M,Republican,1,0,108
0,neutral,policy,facebook,Representative,South Carolina,M,Republican,1,0,970
1,neutral,personal,facebook,Representative,South Carolina,M,Republican,1,0,367
0,neutral,support,facebook,Representative,South Carolina,M,Republican,1,0,160
0,neutral,personal,facebook,Representative,South Carolina,M,Republican,1,0,153
0,neutral,policy,facebook,Representative,South Carolina,M,Republican,1,0,60
0,neutral,policy,facebook,Representative,South Carolina,M,Republican,1,0,111
1,neutral,information,facebook,Representative,South Carolina,M,Republican,1,0,286
0,neutral,support,facebook,Representative,South Carolina,M,Republican,1,0,87
1,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,274
0,neutral,mobilization,facebook,Representative,Pennsylvania,M,Republican,1,0,207
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,336
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,113
0,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,410
0,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,98
0,neutral,support,facebook,Representative,Pennsylvania,M,Republican,1,0,281
1,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,154
0,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,192
0,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,394
0,neutral,policy,facebook,Representative,California,M,Democrat,1,0,592
0,partisan,policy,facebook,Representative,California,M,Democrat,0,1,689
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,153
0,neutral,personal,facebook,Representative,Arizona,M,Republican,1,0,252
0,partisan,information,facebook,Representative,Arizona,M,Republican,0,1,388
0,neutral,media,facebook,Representative,Arizona,M,Republican,1,0,68
0,partisan,policy,facebook,Representative,Arizona,M,Republican,0,1,370
0,partisan,policy,facebook,Representative,Arizona,M,Republican,0,1,1311
0,neutral,policy,facebook,Representative,Arizona,M,Republican,1,0,289
1,neutral,information,facebook,Representative,Arizona,M,Republican,1,0,106
0,neutral,policy,facebook,Representative,Arizona,M,Republican,1,0,145
0,partisan,support,facebook,Representative,California,F,Democrat,0,1,376
0,partisan,policy,facebook,Representative,California,F,Democrat,0,1,639
0,neutral,policy,facebook,Representative,California,F,Democrat,1,0,134
0,partisan,personal,facebook,Representative,California,F,Democrat,0,1,191
0,neutral,other,facebook,Representative,California,F,Democrat,1,0,223
0,partisan,personal,facebook,Senator,Vermont,M,Independent,0,1,398
0,neutral,information,facebook,Senator,Vermont,M,Independent,1,0,2339
0,neutral,policy,facebook,Senator,Vermont,M,Independent,1,0,1955
0,neutral,information,facebook,Senator,Vermont,M,Independent,1,0,49
0,neutral,policy,facebook,Senator,Vermont,M,Independent,1,0,93
0,neutral,policy,facebook,Senator,Vermont,M,Independent,1,0,2358
0,partisan,policy,facebook,Senator,Vermont,M,Independent,0,1,1509
0,neutral,personal,facebook,Senator,Vermont,M,Independent,1,0,1519
0,neutral,information,facebook,Senator,Vermont,M,Independent,1,0,2045
0,partisan,policy,facebook,Senator,Vermont,M,Independent,0,1,1010
0,neutral,mobilization,facebook,Senator,Vermont,M,Independent,1,0,91
0,neutral,policy,facebook,Senator,Vermont,M,Independent,1,0,2648
0,partisan,mobilization,facebook,Senator,Vermont,M,Independent,0,1,103
0,neutral,information,facebook,Senator,Vermont,M,Independent,1,0,86
0,neutral,policy,facebook,Senator,Vermont,M,Independent,1,0,533
0,partisan,policy,facebook,Senator,Vermont,M,Independent,0,1,983
0,partisan,policy,facebook,Senator,Vermont,M,Independent,0,1,602
0,neutral,support,facebook,Senator,Vermont,M,Independent,1,0,724
0,neutral,support,facebook,Senator,Vermont,M,Independent,1,0,1773
0,neutral,personal,facebook,Senator,Vermont,M,Independent,1,0,1174
0,partisan,policy,facebook,Representative,South Carolina,M,Republican,0,1,14668
0,partisan,support,facebook,Representative,South Carolina,M,Republican,0,1,456
0,neutral,information,facebook,Senator,New York,M,Democrat,1,0,123
1,neutral,other,facebook,Senator,New York,M,Democrat,1,0,113
1,neutral,personal,facebook,Senator,New York,M,Democrat,1,0,194
0,neutral,support,facebook,Senator,New York,M,Democrat,1,0,83
1,neutral,policy,facebook,Senator,New York,M,Democrat,1,0,109
0,neutral,support,facebook,Senator,New York,M,Democrat,1,0,187
1,neutral,information,facebook,Representative,Virginia,M,Republican,1,0,145
0,neutral,policy,facebook,Representative,Wisconsin,M,Republican,1,0,252
1,neutral,personal,facebook,Representative,New York,M,Democrat,1,0,489
0,neutral,policy,facebook,Representative,New York,M,Democrat,1,0,184
0,neutral,other,facebook,Representative,New York,M,Democrat,1,0,448
0,neutral,policy,facebook,Representative,New York,M,Democrat,1,0,520
0,neutral,personal,facebook,Representative,New York,M,Democrat,1,0,576
0,neutral,personal,facebook,Representative,New York,M,Democrat,1,0,139
0,partisan,attack,facebook,Representative,New York,M,Democrat,0,1,320
0,partisan,support,facebook,Representative,New York,M,Democrat,0,1,684
0,neutral,policy,facebook,Representative,Texas,M,Republican,1,0,150
0,neutral,policy,facebook,Representative,Texas,M,Republican,1,0,227
0,partisan,mobilization,facebook,Representative,Texas,M,Republican,0,1,259
0,neutral,policy,facebook,Representative,Texas,M,Republican,1,0,284
1,neutral,information,facebook,Representative,Texas,M,Republican,1,0,95
1,neutral,information,facebook,Representative,Texas,M,Republican,1,0,157
0,partisan,policy,facebook,Representative,Texas,M,Republican,0,1,180
0,neutral,personal,facebook,Representative,Texas,M,Republican,1,0,88
0,neutral,support,facebook,Representative,Texas,M,Republican,1,0,78
0,partisan,personal,facebook,Representative,Texas,M,Republican,0,1,149
0,neutral,support,facebook,Representative,Texas,M,Republican,1,0,206
0,partisan,policy,facebook,Senator,Alabama,M,Republican,0,1,105
0,neutral,policy,facebook,Representative,Illinois,M,Republican,1,0,214
0,neutral,support,facebook,Representative,Illinois,M,Republican,1,0,81
0,neutral,personal,facebook,Representative,Illinois,M,Republican,1,0,175
0,neutral,media,facebook,Representative,Illinois,M,Republican,1,0,191
1,neutral,information,facebook,Representative,Illinois,M,Republican,1,0,84
0,neutral,other,facebook,Representative,Illinois,M,Republican,1,0,93
0,neutral,personal,facebook,Representative,Illinois,M,Republican,1,0,102
1,partisan,personal,facebook,Representative,Illinois,M,Republican,0,1,225
0,neutral,media,facebook,Representative,Illinois,M,Republican,1,0,69
0,neutral,support,facebook,Representative,Illinois,M,Republican,1,0,117
1,neutral,policy,facebook,Representative,New York,F,Democrat,1,0,245
0,partisan,support,facebook,Representative,Washington,F,Republican,0,1,313
0,neutral,personal,facebook,Representative,Washington,F,Republican,1,0,415
0,partisan,support,facebook,Representative,Washington,F,Republican,0,1,475
0,partisan,policy,facebook,Representative,Washington,F,Republican,0,1,629
0,neutral,mobilization,facebook,Representative,Washington,F,Republican,1,0,150
0,neutral,personal,facebook,Representative,Washington,F,Republican,1,0,244
0,partisan,attack,facebook,Representative,Washington,F,Republican,0,1,635
0,neutral,information,facebook,Representative,Washington,F,Republican,1,0,217
0,neutral,information,facebook,Representative,Texas,M,Republican,1,0,87
0,neutral,support,facebook,Senator,Alabama,M,Republican,1,0,762
0,partisan,policy,facebook,Senator,Alabama,M,Republican,0,1,229
0,partisan,support,facebook,Senator,Alabama,M,Republican,0,1,125
0,partisan,media,facebook,Senator,Alabama,M,Republican,0,1,96
0,neutral,media,facebook,Senator,Alabama,M,Republican,1,0,89
0,neutral,support,facebook,Representative,Illinois,F,Democrat,1,0,83
1,neutral,personal,facebook,Representative,Illinois,F,Democrat,1,0,361
1,neutral,constituency,facebook,Representative,Idaho,M,Republican,1,0,245
0,partisan,policy,facebook,Representative,Idaho,M,Republican,0,1,279
1,neutral,information,facebook,Representative,Idaho,M,Republican,1,0,167
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,86
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,117
1,neutral,policy,facebook,Representative,Pennsylvania,M,Republican,1,0,171
1,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,254
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,607
0,partisan,attack,facebook,Representative,Pennsylvania,M,Republican,0,1,1239
0,partisan,support,facebook,Representative,Pennsylvania,M,Republican,0,1,370
0,neutral,support,facebook,Representative,California,F,Democrat,1,0,149
1,neutral,personal,facebook,Representative,California,F,Democrat,1,0,433
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,162
0,neutral,media,facebook,Representative,Georgia,M,Democrat,1,0,80
0,neutral,personal,facebook,Representative,Georgia,M,Democrat,1,0,178
0,partisan,attack,facebook,Representative,Georgia,M,Democrat,0,1,790
0,partisan,policy,facebook,Representative,Georgia,M,Democrat,0,1,195
0,neutral,policy,facebook,Representative,New Jersey,M,Democrat,1,0,333
0,neutral,personal,facebook,Representative,New Jersey,M,Democrat,1,0,481
0,partisan,policy,facebook,Representative,New Jersey,M,Democrat,0,1,621
0,neutral,personal,facebook,Representative,New Jersey,M,Democrat,1,0,44
0,neutral,personal,facebook,Representative,New Jersey,M,Democrat,1,0,733
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,74
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,89
0,neutral,policy,facebook,Representative,California,F,Democrat,1,0,319
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,64
0,neutral,support,facebook,Representative,California,F,Democrat,1,0,436
0,neutral,information,facebook,Representative,California,F,Democrat,1,0,199
0,neutral,policy,facebook,Representative,California,F,Democrat,1,0,134
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,849
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,713
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,138
1,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,158
0,partisan,information,facebook,Representative,Louisiana,M,Republican,0,1,121
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,200
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,202
0,neutral,information,facebook,Representative,Northern Mariana Islands,M,Democrat,1,0,250
1,neutral,constituency,facebook,Representative,Northern Mariana Islands,M,Democrat,1,0,420
1,neutral,policy,facebook,Representative,Northern Mariana Islands,M,Democrat,1,0,529
0,neutral,policy,facebook,Representative,Northern Mariana Islands,M,Democrat,1,0,612
0,neutral,personal,facebook,Representative,Oregon,M,Democrat,1,0,846
1,neutral,personal,facebook,Representative,Oregon,M,Democrat,1,0,224
0,partisan,policy,facebook,Senator,New Hampshire,F,Democrat,0,1,647
1,neutral,personal,facebook,Senator,New Hampshire,F,Democrat,1,0,405
0,neutral,personal,facebook,Senator,New Hampshire,F,Democrat,1,0,65
0,neutral,personal,facebook,Senator,New Hampshire,F,Democrat,1,0,393
0,neutral,personal,facebook,Representative,Arizona,M,Republican,1,0,65
1,neutral,support,facebook,Representative,Arizona,M,Republican,1,0,23
0,neutral,policy,facebook,Representative,Arizona,M,Republican,1,0,72
0,neutral,support,facebook,Representative,Arizona,M,Republican,1,0,88
1,neutral,personal,facebook,Representative,Arizona,M,Republican,1,0,82
0,neutral,support,facebook,Representative,Arizona,M,Republican,1,0,170
1,neutral,constituency,facebook,Representative,Arizona,M,Republican,1,0,112
1,neutral,information,facebook,Representative,Arizona,M,Republican,1,0,135
0,neutral,policy,facebook,Representative,Arizona,M,Republican,1,0,116
1,neutral,personal,facebook,Representative,Arizona,M,Republican,1,0,116
1,neutral,personal,facebook,Representative,Arizona,M,Republican,1,0,129
0,partisan,attack,facebook,Representative,Arizona,M,Republican,0,1,384
0,neutral,media,facebook,Representative,Arizona,M,Republican,1,0,226
0,partisan,policy,facebook,Representative,Arizona,M,Republican,0,1,772
1,neutral,personal,facebook,Senator,South Carolina,M,Republican,1,0,136
0,neutral,support,facebook,Senator,South Carolina,M,Republican,1,0,339
0,neutral,support,facebook,Senator,South Carolina,M,Republican,1,0,103
0,neutral,information,facebook,Senator,South Carolina,M,Republican,1,0,93
0,neutral,information,facebook,Senator,South Carolina,M,Republican,1,0,342
0,neutral,personal,facebook,Senator,South Carolina,M,Republican,1,0,153
1,neutral,information,facebook,Representative,Alabama,F,Democrat,1,0,236
0,neutral,personal,facebook,Representative,Alabama,F,Democrat,1,0,100
0,neutral,support,facebook,Representative,Alabama,F,Democrat,1,0,201
0,neutral,personal,facebook,Representative,Ohio,M,Republican,1,0,154
0,neutral,personal,facebook,Representative,Ohio,M,Republican,1,0,50
0,neutral,policy,facebook,Representative,Ohio,M,Republican,1,0,308
0,neutral,media,facebook,Representative,Ohio,M,Republican,1,0,169
0,neutral,mobilization,facebook,Representative,Ohio,M,Republican,1,0,255
0,neutral,personal,facebook,Representative,Ohio,M,Republican,1,0,310
0,neutral,mobilization,facebook,Representative,Indiana,M,Republican,1,0,22
0,partisan,personal,facebook,Representative,Indiana,M,Republican,0,1,124
1,neutral,constituency,facebook,Representative,Indiana,M,Republican,1,0,91
0,partisan,policy,facebook,Representative,Indiana,M,Republican,0,1,514
0,partisan,information,facebook,Representative,Indiana,M,Republican,0,1,13
1,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,200
0,neutral,personal,facebook,Representative,Indiana,M,Republican,1,0,302
0,neutral,policy,facebook,Representative,Georgia,M,Democrat,1,0,186
0,neutral,policy,facebook,Representative,Georgia,M,Democrat,1,0,232
0,neutral,support,facebook,Representative,Georgia,M,Democrat,1,0,412
1,neutral,policy,facebook,Representative,Georgia,M,Democrat,1,0,303
0,neutral,support,facebook,Representative,Georgia,M,Democrat,1,0,249
1,neutral,personal,facebook,Representative,Georgia,M,Democrat,1,0,201
